startDate,endDate,status,ipAddress,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,locationLatitude,locationLongitude,distributionChannel,QID2,QID2_6_TEXT,QID3,QID4,QID25,QID31_1,QID31_2,QID31_3,QID5,QID7_1,QID7_2,QID7_3,QID7_4,QID7_5,QID7_6,QID9,QID11,QID12,QID13,QID13_6_TEXT,QID14,QID15,QID27_TEXT,QID28_TEXT,QID16_1,QID16_2,QID20,QID21,QID19_1,QID19_2,QID19_3,QID19_4,QID19_5,QID19_6,QID19_7
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_4Gvmv0O5CDQKHkh,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,American Studies,Philosophy,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",Equal amounts of quantitative and qualitative data,,37,39,95,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Audio tapes,Slides,Patient records,Other (please specify),Images, scans or x-rays,Websites,Excel sheets,SPSS, STATA, SAS, or R files,Digital video files",Current support meets my needs,,Current support meets my needs,I don't need support,Current support meets my needs,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",without restrictions (anyone can access).,,No,,,,5,5,,I don't know,,Somewhat useful,Not useful,Not useful,Very useful,Very useful,Never used
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_8BppLnN8fpswBY9,,,,,44.97590637,-93.21659851,test,Associate Professor,,"Communication Studies,Geography, Environment and Society,German, Scandinavian and Dutch,Global Studies, Institute for,Journalism and Mass Communication, School of,Life Course Center,Minnesota Journalism Center,American Studies,Political Science,Sociology,Anthropology,Art,Art History,Asian American Studies Program",Mostly qualitative,,41,91,9,"Fieldwork data,Photo collection,Digital audio files",I would like more support,I would like more support,I would like more support,I would like more support,,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"insufficient time to make them available,privacy/HIPAA concerns,sponsor doesn't require sharing",with use restricted to research or teaching.,,Don't know,,,,5,3,No,Yes,,,,Very useful,Very useful,Not useful,Very useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_9Adh1Q8408c4dE1,,,,,44.97590637,-93.21659851,test,Associate Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,French and Italian,Geography, Environment and Society,American Indian Studies,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Philosophy,Political Science,Psychology,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Theatre Arts and Dance,Urban Studies,Art,Asian American Studies Program,Chicano & Latino Studies",,,59,33,77,"Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",Current support meets my needs,I don't need support,,,,I don't need support,"The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",,,Don't know,,,,9999,5,I don't know,I don't know,Somewhat useful,,Somewhat useful,,,,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_eKU07mHUl69QNhP,,,,,44.97590637,-93.21659851,test,Other (please specify),Diam molestie leo duis eros convallis ipsum maecenas porttitor aliquet felis wisi metus.,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Life Course Center,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Philosophy,Political Science,Silha Center-Study of Media Ethics and Law,Sociology,Spanish and Portuguese Studies,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Writing, Center for,Art History,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly qualitative,,79,12,52,"Data automatically generated from or by computer programs (e.g., simulations),Images, scans or x-rays,SPSS, STATA, SAS, or R files",Current support meets my needs,,I would like more support,,,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),lack of a standard in my field,people don't need access to them,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",if I had control over granting access on a case by case basis.,,No,,,,,,No,No,Somewhat useful,Very useful,,Somewhat useful,,Not useful,Never used
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_6umzPyUzmw1roEZ,,,,,44.97590637,-93.21659851,test,Associate Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Music, School of,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Writing, Center for,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",Equal amounts of quantitative and qualitative data,,26,63,6,"Data automatically generated from or by computer programs (e.g., simulations),Laboratory notes,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Websites,MS Word files,Excel sheets,Digital audio files,Digital video files",,,,I don't need support,,I would like more support,"The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,no place to store them,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",with use restricted to research only.,,Yes,No,,"Tempor, faucibus vehicula phasellus quam fusce elit fermentum nunc ullamcorper nullam tincidunt erat ut.",,,No,Yes,,Somewhat useful,,,,Never used,Somewhat useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_6lHcVPw851UXPc9,,,,,44.97590637,-93.21659851,test,,,"African American & African Studies,Classical Civilization Program,Cultural Studies and Comparative Literature,Economics,English,Gender, Women, and Sexuality Studies,American Indian Studies,Global Studies, Institute for,History,Human Rights Program,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Psychology,Religious Studies,Slavic Languages and Literatures,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing, Center for,Chicano & Latino Studies",Mostly quantitative,,47,31,45,"Laboratory notes,Photo collection,Video tapes,Audio tapes,Documents or reports,Data collected from sensors or instruments (including questionnaires),MS Word files,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,Current support meets my needs,,Current support meets my needs,Current support meets my needs,,"The principal investigator,Other (please specify)","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through a national archive or repository.","worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,people don't need access to them,privacy/HIPAA concerns,sponsor doesn't require sharing",with use restricted to research only.,,No,,,,,9999,No,No,Somewhat useful,,Somewhat useful,Not useful,Very useful,Never used,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_5sXwpcmsGkLnIaN,,,,,44.97590637,-93.21659851,test,Research Associate,,"Classical Civilization Program,History,Journalism and Mass Communication, School of,New Media Studies, Institute for,Spanish and Portuguese Studies,Asian American Studies Program,Asian Languages and Literature Program",Mostly quantitative,,31a,34,b17,"SPSS, STATA, SAS, or R files,Digital video files",,,,I would like more support,Current support meets my needs,I would like more support,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",without restrictions (anyone can access).,,,,,,,3,Yes,Yes,,,,,,Not useful,Very useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_3xgb5uxsIBHQAex,,,,,44.97590637,-93.21659851,test,Research Associate,,"Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,American Indian Studies,German, Scandinavian and Dutch,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Urban Studies,Writing Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly qualitative,,21,23,88,"Audio tapes,Patient records,Websites",,I don't need support,I would like more support,I would like more support,,Current support meets my needs,"The principal investigator,The graduate student working on the project","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through University of Minnesota_ã_s Digital Content Library.","lack of funding,lack of a standard in my field,people don't need access to them",without restrictions (anyone can access).,,No,,,,3,,I don't know,No,Very useful,Never used,,Somewhat useful,,,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_42CVx2Xl3YH8wV7,,,,,44.97590637,-93.21659851,test,Full Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Sociology,Speech-Language-Hearing Science,Theatre Arts and Dance,Writing Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",,,44,55,42,"Data automatically generated from or by computer programs (e.g., simulations),Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,Digital video files",I don't need support,I don't need support,,,,Current support meets my needs,"The principal investigator,Other (please specify)",None of my data are openly available at this time,"lack of a standard in my field,sponsor doesn't require sharing",,,Don't know,,,,1,,No,Yes,,,,Never used,,,Not useful
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_5p7M7CzzAHVCK9v,,,,,44.97590637,-93.21659851,test,,,"Human Rights Program,Asian American Studies Program",I do not use or produce data in my research,No,[refused],[refused],[refused],"Data automatically generated from or by computer programs (e.g., simulations),Laboratory notes,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Websites,MS Word files,Excel sheets,Digital audio files,Digital video files",,I don't need support,,,,,,,,,,,,,,,,,,,,,,,,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:32,R_0ld09ilBxOBWj9b,,,,,44.97590637,-93.21659851,test,Assistant Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Economics,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Urban Studies,Writing Studies,Writing, Center for,Art,Asian American Studies Program",Mostly quantitative,,5,89,62,"Photo collection,Websites,SPSS, STATA, SAS, or R files",I would like more support,,I don't need support,,Current support meets my needs,,"The principal investigator,The graduate student working on the project,Other (please specify)",None of my data are openly available at this time,"don't know how,privacy/HIPAA concerns",if I had control over granting access on a case by case basis.,,,,,,,,,,,,Never used,,,Not useful,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:33,R_bdb8WN9bXZhrOol,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,German, Scandinavian and Dutch,History,Human Rights Program,Linguistics, Institute of,Minnesota Journalism Center,Religious Studies,Anthropology,Statistics, School of,Writing Studies,Writing, Center for,Asian American Studies Program,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly quantitative,,96,9,94,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Slides,Documents or reports,Other (please specify),Data collected from sensors or instruments (including questionnaires),Websites,MS Word files,SPSS, STATA, SAS, or R files,Digital video files",I don't need support,,,,,I don't need support,"The principal investigator,The research assistant working on the project","Yes, they are available on my personal, lab_ã_s, department_ã_s website.,Yes, they are available through a national archive or repository.","lack of funding,other (please describe),no place to store them,lack of a standard in my field,don't know how,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",,,,,,,,5,Yes,Yes,,Very useful,Somewhat useful,Not useful,,,Never used
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_3WuUcjEGIFFM6z3,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical and Near Eastern Studies,Community Service-Learning Center,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Music, School of,American Studies,Philosophy,Political Science,Psychology,Religious Studies,Slavic Languages and Literatures,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Writing, Center for,Art History,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly quantitative,,39,28,77,"Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",,,Current support meets my needs,,,I would like more support,"The principal investigator,The graduate student working on the project,The research assistant working on the project",None of my data are openly available at this time,"insufficient time to make them available,privacy/HIPAA concerns",I would not be willing to make my data available for reuse.,,No,,,,,,No,I don't know,Very useful,,,,Not useful,Somewhat useful,Never used
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:33,R_dbuHLs1h1To8TmR,,,,,44.97590637,-93.21659851,test,Assistant Professor,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Geography, Environment and Society,American Indian Studies,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Music, School of,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Theatre Arts and Dance,Urban Studies,Writing, Center for,Art,Art History,Asian American Studies Program,Asian Languages and Literature Program",,,11,33,69,"Slides,Data collected from sensors or instruments (including questionnaires),MS Word files,Digital audio files",,I would like more support,I would like more support,,,I would like more support,"The principal investigator,The graduate student working on the project",None of my data are openly available at this time,"other (please describe),lack of a standard in my field",with use restricted to research or teaching.,,Yes,Yes,Sit pellentesque laoreet. Turpis magnis? Aliquet dapibus laoreet. Diam laoreet temporibus pellentesque placerat rutrum.,,2,,I don't know,Yes,Very useful,,Very useful,Somewhat useful,Not useful,,Not useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_eyXsKxR0EjCbSoR,,,,,44.97590637,-93.21659851,test,Other (please specify),Elementum blandit montes iaculis mi eu. Ligula id sed proin placerat velit est.,"African American & African Studies,Classical and Near Eastern Studies,Communication Studies,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,Global Studies, Institute for,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Theatre Arts and Dance,Urban Studies,Writing Studies,Art History",Mostly qualitative,,56,81,69,"Data automatically generated from or by computer programs (e.g., simulations),Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",I don't need support,,,,,Current support meets my needs,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,don't know how,people don't need access to them,they shouldn't be available,sponsor doesn't require sharing",with use restricted to research only.,,Yes,No,,"Ultrices id, enim massa eu imperdiet turpis velit ultrices ipsum proin.",,4,Yes,,Somewhat useful,Never used,,,Never used,Somewhat useful,
11/7/16 12:32,11/7/16 12:32,Survey Test,,100,0,TRUE,11/7/16 12:33,R_6fm4vmQsc56xxhH,,,,,44.97590637,-93.21659851,test,,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Economics,English,French and Italian,History,Life Course Center,Linguistics, Institute of,American Studies,Philosophy,Political Science,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Art,Asian American Studies Program,Chicano & Latino Studies",Mostly quantitative,,84,1,36,"Data automatically generated from or by computer programs (e.g., simulations),Laboratory notes,Video tapes,Audio tapes,Slides,Patient records,Images, scans or x-rays,Excel sheets,Digital video files",I don't need support,,I would like more support,,,I would like more support,"The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,no place to store them,lack of a standard in my field,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns",without restrictions (anyone can access).,,,,,,,2,I don't know,I don't know,Never used,Somewhat useful,Very useful,,Not useful,Not useful,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_1Gp4OsllYL8UNP7,,,,,44.97590637,-93.21659851,test,Post Doctoral Student,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Art,Art History,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly qualitative,,5,38,54,"Fieldwork data,Audio tapes,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files",I would like more support,,Current support meets my needs,Current support meets my needs,I don't need support,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),no place to store them,they shouldn't be available,privacy/HIPAA concerns",with use restricted to research only.,,,,,,,,,,,Very useful,Somewhat useful,Not useful,Not useful,Not useful,Not useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_8kS6ey6CQMWSJRb,,,,,44.97590637,-93.21659851,test,Post Doctoral Student,,"African American & African Studies,Classical Civilization Program,Classical and Near Eastern Studies,Cultural Studies and Comparative Literature,English,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,Journalism and Mass Communication, School of,Life Course Center,Minnesota Journalism Center,Music, School of,Philosophy,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Anthropology,Writing Studies,Art,Asian American Studies Program",I do not use or produce data in my research,No,[refused],[refused],[refused],,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_cAaWlBBcjwLYMJf,,,,,44.97590637,-93.21659851,test,Research Associate,,"African American & African Studies,Classical Civilization Program,Communication Studies,Community Service-Learning Center,Cultural Studies and Comparative Literature,Economics,English,French and Italian,Gender, Women, and Sexuality Studies,Geography, Environment and Society,American Indian Studies,German, Scandinavian and Dutch,Global Studies, Institute for,History,Human Rights Program,Journalism and Mass Communication, School of,Life Course Center,Linguistics, Institute of,Minnesota Journalism Center,Music, School of,New Media Studies, Institute for,American Studies,Off-Campus Study Programs,Philosophy,Political Science,Psychology,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Spanish and Portuguese Studies,Speech-Language-Hearing Science,Statistics, School of,Theatre Arts and Dance,Urban Studies,Writing Studies,Writing, Center for,Art,Art History,Asian Languages and Literature Program,Chicano & Latino Studies",Mostly qualitative,,57,58,74,"Data automatically generated from or by computer programs (e.g., simulations),Fieldwork data,Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital video files",Current support meets my needs,Current support meets my needs,,Current support meets my needs,,I don't need support,"The principal investigator,Other (please specify)",None of my data are openly available at this time,"insufficient time to make them available,privacy/HIPAA concerns",with use restricted to research or teaching.,,,,,,4,,I don't know,Yes,,,,Not useful,Somewhat useful,,
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_cCOVf9JkTMdZcfb,,,,,44.97590637,-93.21659851,test,Associate Professor,,"Classical and Near Eastern Studies,English,Global Studies, Institute for,Human Rights Program,Journalism and Mass Communication, School of,Minnesota Journalism Center,Psychology,Slavic Languages and Literatures",Equal amounts of quantitative and qualitative data,,30,72,95,"Data automatically generated from or by computer programs (e.g., simulations),Laboratory notes,Photo collection,Video tapes,Audio tapes,Slides,Documents or reports,Patient records,Other (please specify),Data collected from sensors or instruments (including questionnaires),Images, scans or x-rays,Websites,MS Word files,Excel sheets,SPSS, STATA, SAS, or R files,Digital audio files,Digital video files",Current support meets my needs,,Current support meets my needs,I don't need support,I would like more support,,"The principal investigator,The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,people don't need access to them",other (please describe),Bibendum venenatis! Facilisis dolor culpa tempor nonummy tempora sagittis nunc enim sodales.,Yes,No,,"Dignissim justo est potenti proin dignissim, imperdiet nullam posuere elementum.",,3,Yes,,,Somewhat useful,,,Very useful,,Not useful
11/7/16 12:33,11/7/16 12:33,Survey Test,,100,0,TRUE,11/7/16 12:33,R_81RBk74S3dlASTb,,,,,44.97590637,-93.21659851,test,Full Professor,,"African American & African Studies,Classical Civilization Program,Communication Studies,Cultural Studies and Comparative Literature,Gender, Women, and Sexuality Studies,Geography, Environment and Society,Human Rights Program,Journalism and Mass Communication, School of,Linguistics, Institute of,Minnesota Journalism Center,New Media Studies, Institute for,Religious Studies,Silha Center-Study of Media Ethics and Law,Slavic Languages and Literatures,Sociology,Speech-Language-Hearing Science,Anthropology,Statistics, School of,Theatre Arts and Dance,Art,Art History,Asian American Studies Program",Mostly quantitative,,13,85,68,"MS Word files,SPSS, STATA, SAS, or R files,Digital audio files",,Current support meets my needs,I don't need support,I don't need support,I don't need support,,"The graduate student working on the project,The research assistant working on the project,Other (please specify)",None of my data are openly available at this time,"lack of funding,worried about getting ""scooped"" (e.g., someone else publishing on your data/ideas before you do),other (please describe),no place to store them,lack of a standard in my field,don't know how,people don't need access to them,insufficient time to make them available,they shouldn't be available,privacy/HIPAA concerns,sponsor doesn't require sharing",other (please describe),Tempora enim iaculis eu metus luctus volutpat augue nullam dolorem quam.,Don't know,,,,4,,No,Yes,Very useful,Not useful,,,,,Somewhat useful
