2273	F30002	50 85th Ave.	Elmdale	Sagittarius	AR	U.S.A.	30780-1398	3404368584	x932	C
2274	F30002	56 Pine Blvd.	Pine Lake	King	NY	U.S.A.	12860-0287	1-(800)9625721	x56	D
2275	F30002	723 75th St.	Maplewood	Spade	LA	U.S.A.	29340-1016	3244111103	x894	D
2276	F30002	593 Pink St.	St. James	Tiger	PA	U.S.A.	37980-0101	4282990401	x59370	C
2277	F30002	46759 77th St.	Dallas	Mongoose	TX	U.S.A.	19100-4037	2066143824	x04	D
2278	F30002	190 59th Ave.	Mediumville	Purple	OH	U.S.A.	45660-9444	2487322040	x41	D
2279	F30002	22059 15th Ave.	Brookdale	Zebra	NC	U.S.A.	29900-9509	1-(800)4660937	x1746	D
2280	F30002	248 Verdi Lane	Pinewood	Deer	NY	U.S.A.	27060-6451	1-(800)6366995	x13	D
2281	F30002	73897 78th St.	Henry	Orange	MS	U.S.A.	25060-1043	2746878980	x44	D
2282	F30002	411 61st Ave.	Mountain View	Saturn	GA	U.S.A.	47580-3881	3567950963	x41790	D
2283	F30002	56 16th St.	Orange River	Deer	NY	U.S.A.	18660-6119	2964036492	x46557	D
2284	F30002	39 29th Ave.	Hamburg	Silver	NV	U.S.A.	23820-7655	4722562148	x2936	C
2285	F30002	24 74th St.	Venice	Diamond	NY	U.S.A.	39100-8501	4087164639	x9680	D
2286	F30002	4865 79th Ave.	Mediumville	Aardvark	TN	U.S.A.	28700-5894	3048027285	x466	D
2287	F30002	8662 69th Ave.	Birch City	Jack	NJ	U.S.A.	35620-2155	4088937000	x6178	D
2288	F30002	4183 Liszt Lane	Lakeside	Orange	PA	U.S.A.	23900-6324	5643615558	x2502	D
2289	F30002	60 72nd St.	Mediumville	Brown	DE	U.S.A.	37980-3209	4282311404	x2615	C
2290	F30002	03 92nd Ave.	Hillside	Squirrel	NY	U.S.A.	28740-4365	4085420875	x886	D
2291	F30002	3405 42nd St.	Martyburg	Brown	TX	U.S.A.	39700-5891	1543675505	x9011	C
2292	F30002	4559 37th Ave.	Birchwood	Wombat	IN	U.S.A.	26540-1246	1-(800)9358832	x94	D
2293	F30002	6373 50th St.	London	Strange	WV	U.S.A.	17220-9238	1-(800)6220740	x258	D
2294	F30002	78 13rd Ave.	Wormwood	Aardvark	KY	U.S.A.	23180-0640	3364579803	x9421	D
2295	F30002	889 16th St.	Forest Lake	Spade	PA	U.S.A.	35260-9269	4309218177	x3798	D
2296	F30002	7863 53rd St.	Lewiston	Brown	ME	U.S.A.	30340-3887	4386359194	x2222	D
2297	F30002	93597 35th Ave.	Valley View	Monkey	WA	U.S.A.	14740-7713	5006058479	x05	D
2298	F30002	2840 White St.	Little Forest	Blue	CA	U.S.A.	46700-7067	1-(800)2282053	x142	C
2299	F30002	7266 26th St.	Maplewood	Deer	FL	U.S.A.	19660-6181	2143988384	x00321	D
2300	F30002	3638 95th St.	Birchwood	Squirrel	UT	U.S.A.	41620-1134	4825644317	x9924	D
2301	F30002	488 49th Ave.	Little Forest	Brown	OR	U.S.A.	10540-3018	1023898746	x72813	D
2302	F30002	70997 Black St.	Pine River	Deer	CA	U.S.A.	40900-9212	1-(800)7212654	x395	D
2303	F30002	306 69th St.	Brookdale	Spade	LA	U.S.A.	29180-7260	3189371240	x17022	D
2304	F30002	480 Blue Spruce Dr.	London	Silver	CA	U.S.A.	42100-6901	4889204276	x20	D
2305	F30002	51335 98th Ave.	Henry	Spade	CA	U.S.A.	42100-6106	4888027889	x166	C
2306	F30002	31 Elm St.	Tulsa	Sagittarius	OK	U.S.A.	46140-7806	5385351640	x63	D
2307	F30002	34 25th Ave.	Lake View	Blue	CA	U.S.A.	37100-8178	3483047903	x8643	D
2308	F30002	30688 33rd St.	Tacoma	Pink	WA	U.S.A.	42660-0983	1-(800)5477901	x30846	D
2309	F30002	23 Banana Ave.	Brighton	Diamond	NY	U.S.A.	12860-7631	4644631981	x90	D
2310	F30002	94664 82nd Ave.	Metropolis	Purple	CA	U.S.A.	42100-3057	4887785461	x06003	D
2311	F30002	2149 17th St.	Rivertown	Zebra	NE	U.S.A.	23340-4096	4206087030	x158	D
2312	F30002	6802 77th St.	Little Forest	Silver	NC	U.S.A.	43140-3228	1-(800)4571388	x87233	C
2313	F30002	43 Shopin St.	London	Green	MI	U.S.A.	22420-4527	2207374221	x86861	D
2314	F30002	50 52nd Ave.	Mountain View	Pink	OH	U.S.A.	17140-0609	1782609533	x0966	D
2315	F30002	81611 97th Ave.	Bridgeton	King	NJ	U.S.A.	47220-5937	4283141650	x372	D
2316	F30002	325 43rd Ave.	Paris	Mercury	CA	U.S.A.	42220-7487	4884111547	x83751	D
2317	F30002	20805 Bluegill Rd.	Dublin	King	SC	U.S.A.	24860-4823	2724295384	x623	D
2318	F30002	021 80th St.	Wormwood	Silver	LA	U.S.A.	10020-3618	3185495837	x343	D
2319	F30002	437 Banana Ave.	Mountain View	Aardvark	TX	U.S.A.	18580-0190	2043098623	x2092	C
2320	F30002	73027 90th Ave.	Paris	Quark	AR	U.S.A.	38220-1729	3408006944	x53226	D
2321	F30002	284 Handel Ave.	Ridgevile	Wombat	CT	U.S.A.	35300-0323	4087692769	x96897	D
2322	F30002	57674 40th St.	Little Field	Queen	LA	U.S.A.	10020-5026	3182546352	x855	C
2323	F30002	09 6th St.	Pine River	Club	AR	U.S.A.	42620-2844	3403481305	x5924	D
2324	G30003	2077 73rd Ave.	Overbrook	Strange	OH	U.S.A.	19380-6433	2128157795	x12676	C
2325	G30003	98 Orange St.	Maplewood	Diamond	OR	U.S.A.	13460-5559	1403145478	x741	D
2326	G30003	2415 46th Ave.	Maryville	Dolphin	UT	U.S.A.	36260-3920	4823405443	x3439	D
2327	G30003	94 41st St.	Lake View	Bear	TX	U.S.A.	28780-8668	2043155352	x58065	C
2328	G30003	5370 Beethoven St.	Paris	Mercury	CA	U.S.A.	42220-7423	4883460698	x3630	D
2329	G30003	96 86th St.	Phoenix	Night	KY	U.S.A.	17140-4173	1789476486	x925	D
2330	G30003	5859 14th St.	York	Heart	PA	U.S.A.	49620-6989	5647860614	x70059	C
2331	G30003	0842 Maple Ct.	Oak Lake	Island	AL	U.S.A.	13820-0308	1425732782	x66	D
2332	G30003	72848 5th Ave.	Rosewood	Charm	MI	U.S.A.	24340-1518	2664608683	x28	D
2333	G30003	31 2nd St.	Cherry River	Day	MS	U.S.A.	37700-4695	2744974817	x46457	C
2334	G30003	63 89th Ave.	Lakedale	Island	KY	U.S.A.	18340-3719	2028942707	x29	D
2335	G30003	95 44th St.	Sunnyville	Shark	WA	U.S.A.	42660-7253	1-(800)9809079	x771	D
2336	G30003	41 13rd Ave.	Paris	Night	TN	U.S.A.	34100-3921	3928935700	x78	D
2337	G30003	03 Muskie Ave.	Pine City	Green	NC	U.S.A.	30540-5338	2683880396	x5573	D
2338	G30003	43 85th Ave.	Elmwood	Rose	OH	U.S.A.	20620-2863	1-(800)9363355	x08003	D
2339	G30003	48767 Sunfish Ln.	Rosewood	Charm	TN	U.S.A.	29220-3788	3142127927	x4776	D
2340	G30003	32 2nd St.	Apple Lake	Venus	FL	U.S.A.	36740-2728	1-(800)9302240	x27434	C
2341	G30003	151 66th Ave.	Overbrook	Rose	ME	U.S.A.	38860-6105	4385054595	x2984	D
2342	G30003	192 19th Ave.	Birch City	Orange	PA	U.S.A.	49660-2013	5664498953	x90184	C
2343	G30003	50252 26th Ave.	New York	Ten	NY	U.S.A.	35620-6788	4088934022	x971	D
2344	G30003	990 5th Ave.	Little Field	Pisces	TN	U.S.A.	42940-2540	3148865738	x28598	C
2345	G30003	075 15th St.	Apple Lake	Monkey	AR	U.S.A.	38220-2579	3406666663	x34122	D
2346	G30003	39 Main St.	Rosewood	Silver	NV	U.S.A.	29820-4147	3323465583	x4162	D
2347	G30003	8978 81st Ave.	Valley View	Dolphin	IL	U.S.A.	40420-4317	4662374224	x098	C
2348	G30003	51 91st Ave.	Lakeside	Mars	MS	U.S.A.	49540-5343	2982043410	x9213	D
2349	G30003	35677 Offenbach St.	Maple City	Ferret	SD	U.S.A.	46820-6154	5129656669	x19380	D
2350	G30003	027 29th St.	Little Field	Zebra	WI	U.S.A.	31540-8955	3588549029	x2080	D
2351	G30003	77 88th Ave.	Ridgevile	Brown	NC	U.S.A.	49180-1482	2689040516	x09	D
2352	G30003	757 26th St.	Littleville	Gorilla	NC	U.S.A.	10620-5880	1724873434	x1661	C
2353	G30003	5318 15th Ave.	Elmwood	King	SC	U.S.A.	35140-9254	1-(800)9319243	x841	D
2354	G30003	63 Birch Blvd.	Brighton	Bear	LA	U.S.A.	12820-5849	3848099529	x89	D
2355	G30003	22385 77th Ave.	Rosewood	Venus	NJ	U.S.A.	47220-7654	4284538539	x7354	D
2356	G30003	07682 67th Ave.	Gaffney	Aries	SC	U.S.A.	23500-4143	5164667444	x5761	D
2357	G30003	37 88th St.	Forest Lake	Day	NY	U.S.A.	26460-0989	1044083572	x9300	D
2358	G30003	45330 50th St.	Maple City	Gorilla	OR	U.S.A.	10540-4537	1027129570	x2539	C
2359	G30003	1334 91st Ave.	Lake City	Ten	NC	U.S.A.	24660-1172	1-(800)5091122	x170	D
2360	G30003	8953 97th Ave.	River View	Mars	CA	U.S.A.	23420-8109	2604035471	x14047	C
2361	G30003	98 34th St.	Birch City	Dolphin	OK	U.S.A.	46140-3802	5387569802	x485	D
2362	G30003	11033 36th St.	Little Field	Aardvark	OR	U.S.A.	10540-8243	1-(800)9242337	x315	D
2363	G30003	84625 15th Ave.	Orlando	Venus	FL	U.S.A.	36740-7172	4228733619	x50611	D
2364	G30003	635 Sunfish Ln.	Paris	Silver	WI	U.S.A.	48140-0459	5549947864	x2131	C
2365	G30003	56916 22nd St.	Littleville	Pluto	LA	U.S.A.	36660-7083	3186185472	x2438	D
2366	G30003	10762 Haze St.	Oaktown	Aries	FL	U.S.A.	19660-6823	1-(800)5810167	x611	D
2367	G30003	19 25th Ave.	Valley View	Tiger	MI	U.S.A.	19820-5323	2203605327	x4887	D
2368	G30003	808 40th Ave.	Sunnyville	Night	SC	U.S.A.	24860-7272	2729464269	x803	D
2369	G30003	0683 24th Ave.	Des Moines	Pluto	IA	U.S.A.	19780-3680	1-(800)3315158	x14666	C
2370	G30003	05 29th Ave.	Oaktown	Sagittarius	TN	U.S.A.	34100-1582	3922096195	x25	D
2371	G30003	355 70th St.	Littleton	Jupiter	FL	U.S.A.	37380-7865	2143377205	x027	D
2372	G30003	8443 98th St.	Largeville	Monkey	NY	U.S.A.	28740-7193	4086002122	x808	D
2373	G30003	88901 4th Ave.	Quincy	Grey	MA	U.S.A.	14460-5721	1485914386	x626	C
2374	G30003	92641 10th Ave.	Littleton	Neptune	SC	U.S.A.	16740-1720	1729729544	x7476	D
2375	G30003	63 7th Ave.	Maple City	Green	IN	U.S.A.	19540-1004	2584558842	x9652	C
2376	G30003	76 33rd St.	Pine Lake	Night	CT	U.S.A.	35300-0015	4088504659	x1389	D
2377	G30003	3868 94th St.	Smallville	Venus	NY	U.S.A.	24020-3735	1044779587	x10497	D
2378	C30004	121 68th Ave.	Little Rock	Night	CA	U.S.A.	40900-6688	1-(800)8962352	x9813	C
2379	C30004	2918 50th Ave.	Forest Lake	Mongoose	AR	U.S.A.	38220-6915	3405137751	x13246	D
2380	C30004	79 69th Ave.	Marietta	Orange	GA	U.S.A.	12060-8401	1225874220	x771	D
2381	C30004	47689 1st Ave.	Venice	Leo	WI	U.S.A.	20740-7371	2324206937	x51188	D
2382	C30004	80 Orange St.	Wormwood	Silver	LA	U.S.A.	12820-7315	3843940702	x5270	D
2383	C30004	0779 49th Ave.	Little Forest	Simple	TX	U.S.A.	19100-8752	2069205108	x87067	D
2384	C30004	43664 85th Ave.	Pine City	Pink	TX	U.S.A.	32220-1786	1-(800)2161000	x93	D
2385	C30004	02844 Pink St.	Sunnydale	Worm	LA	U.S.A.	12820-4309	3843901021	x67	D
2386	C30004	83 Muskie Ave.	St. James	Club	TN	U.S.A.	25340-8855	3148749287	x53451	C
2387	C30004	88898 Teal St.	St. John	Zebra	WA	U.S.A.	42660-7338	5004913333	x476	D
2388	C30004	462 54th St.	Valley View	Tiger	MI	U.S.A.	19820-1877	1-(800)9656945	x5285	D
2389	C30004	28907 78th Ave.	Valley View	Rose	LA	U.S.A.	12820-0776	3849998260	x619	C
2390	C30004	8534 12nd St.	Pine City	Orange	PA	U.S.A.	48700-4791	5588778505	x8247	D
2391	C30004	0414 Rossini Rd.	Lake View	Joker	KY	U.S.A.	40020-9724	3365104901	x64	D
2392	C30004	457 Bizet Blvd.	Elmdale	Day	TX	U.S.A.	39700-3310	1-(800)8561988	x52584	D
2393	C30004	94 60th Ave.	Pinewood	Diamond	KY	U.S.A.	32460-2564	4242860738	x56185	D
2394	C30004	521 Birch Blvd.	Lakedale	Sagittarius	PA	U.S.A.	49620-6712	1-(800)6564522	x57888	D
2395	C30004	93706 90th Ave.	Brookdale	Wombat	IN	U.S.A.	33140-2824	1766344822	x151	C
2396	C30004	627 33rd St.	Littleton	Diamond	CT	U.S.A.	25540-7718	1-(800)4246168	x93828	D
2397	C30004	03 86th Ave.	Lake City	Ten	NC	U.S.A.	49180-3842	2682210107	x15813	C
2398	C30004	88 22nd Ave.	Pine Lake	Orange	NH	U.S.A.	29060-6751	1485303746	x2766	D
2399	C30004	24933 Walleye Rd.	Thompsonville	Squirrel	NY	U.S.A.	39100-7653	1-(800)5039106	x81	D
2400	C30004	43962 Brahms Blvd.	Derry	Mars	CA	U.S.A.	40140-4271	3487391677	x80	D
2401	C30004	288 71st St.	Mediumville	Wombat	SC	U.S.A.	34820-0296	1-(800)8815786	x73916	D
2402	C30004	5447 94th Ave.	Mediumville	Grey	NV	U.S.A.	29820-8764	3327884158	x19	D
2403	C30004	3089 17th Ave.	Birchwood	Dolphin	OH	U.S.A.	17140-8484	1785590831	x9697	C
2404	C30004	074 91st St.	Ventura	Spade	CA	U.S.A.	37100-8609	3489743092	x70370	D
2405	C30004	3494 6th St.	Rosewood	Rose	NY	U.S.A.	27060-0133	2965939615	x5710	D
2406	C30004	856 97th Ave.	Harold	King	NJ	U.S.A.	45940-8766	1-(800)9752874	x70	D
2407	C30004	84 Tan St.	Rivertown	Pink	MN	U.S.A.	22060-8209	3782970436	x32	D
2408	C30004	468 42nd Ave.	Martyburg	Charm	IA	U.S.A.	35500-0768	2186039704	x2949	D
2409	C30004	5767 Offenbach St.	Birch City	Aardvark	ND	U.S.A.	47420-1047	2448278792	x5064	C
2410	C30004	76652 67th St.	Dublin	Taurus	NJ	U.S.A.	47220-0864	4282069334	x942	D
2411	C30004	940 27th St.	Applewood	Orange	NM	U.S.A.	38780-7591	1884772224	x91	D
2412	C30004	961 62nd St.	Paris	Silver	WI	U.S.A.	32860-2614	2323400343	x976	D
2413	C30004	07 5th Ave.	Mountain View	Worm	IL	U.S.A.	23300-7335	1-(800)9725969	x1146	D
2414	C30004	88 39th Ave.	Littleville	Green	WV	U.S.A.	17220-1547	2422029094	x9884	D
2415	C30004	79 Wagner Ave.	Riverdale	Bear	NY	U.S.A.	12860-2997	4643895633	x65836	D
2416	C30004	26137 Vivaldi Rd.	Henry	Zebra	NY	U.S.A.	39100-5343	4089203252	x2199	C
2417	C30004	81 37th St.	Pegasus	Grey	OH	U.S.A.	10420-7842	1846410218	x1431	D
2418	C30004	81399 99th St.	Overbrook	Jupiter	WA	U.S.A.	42660-6710	5003224813	x4793	D
2419	C30004	381 95th St.	Lilly View	Heart	WI	U.S.A.	32980-0826	5543374190	x46	D
2420	C30004	25 56th Ave.	Little River	Tiger	PA	U.S.A.	23900-9160	5648494260	x067	D
2421	C30004	00366 40th Ave.	Pegasus	Venus	VA	U.S.A.	14980-9241	3049289233	x2733	D
2422	C30004	08 Offenbach St.	Corvallis	King	OR	U.S.A.	18700-4282	1025869014	x1738	C
2423	C30004	06 55th Ave.	Rivertown	Simple	LA	U.S.A.	35380-9539	4068285039	x51	D
2424	C30004	81 22nd St.	Cherry River	Mercury	FL	U.S.A.	19660-3729	2146599093	x826	D
2425	C30004	26 67th St.	Henry	Gorilla	NV	U.S.A.	37220-2360	3329300767	x47699	C
2426	C30004	0879 76th Ave.	Waukesha	Blue	WI	U.S.A.	33340-7605	3768644771	x9739	D
2427	C30004	7717 22nd St.	Henry	Strange	AR	U.S.A.	42620-1499	3402993489	x7080	C
2428	C30004	90 23rd St.	Dublin	Simple	WI	U.S.A.	13180-4710	2524730514	x413	D
2429	C30004	40755 Orange St.	Smallville	Venus	NY	U.S.A.	24100-4702	1042291083	x0078	D
2430	C30004	631 Dvorak Rd.	Hillside	Spade	WI	U.S.A.	22540-0470	1-(800)3285378	x560	D
2431	C30004	3056 98th St.	Cherry River	Squirrel	NH	U.S.A.	31700-0370	1485021539	x49780	D
2432	C30004	8738 73rd St.	Valley View	Venus	OH	U.S.A.	17460-4464	1849337652	x0522	D
2433	C30004	2082 73rd Ave.	Little Rock	Pink	UT	U.S.A.	14940-9600	4825982109	x6802	C
2434	C30004	40 98th St.	Derry	Mars	CA	U.S.A.	42100-5806	1-(800)4731993	x74	D
2435	C30004	2443 43rd St.	St. James	Joker	CA	U.S.A.	34900-0114	4882363917	x11569	D
2436	C30004	8192 65th Ave.	Rome	Night	CT	U.S.A.	25540-6912	2786977253	x4612	D
2437	C30004	391 77th Ave.	Kerry	Rose	WI	U.S.A.	16980-4370	1763366238	x18729	D
2438	C30004	75083 Ravel Rd.	Orange River	Spade	MO	U.S.A.	28140-9566	3124029215	x64654	D
2439	C30004	170 2nd Ave.	Apple Lake	Aardvark	OH	U.S.A.	17060-4541	1987538459	x8747	D
2440	C30004	166 86th Ave.	Chicago	Club	IL	U.S.A.	16980-0500	1766903949	x429	D
2441	C30004	71451 90th Ave.	Johnsonville	Night	OH	U.S.A.	45780-9014	5349791193	x76692	C
2442	C30004	74816 94th St.	Laketown	Quark	OH	U.S.A.	22300-6600	2483566906	x38703	D
2443	C30004	05 Indigo St.	Martyville	Bear	LA	U.S.A.	22860-5614	1-(800)3680250	x7235	D
2444	C30004	5809 Beige St.	Mediumville	Pluto	CA	U.S.A.	41940-7635	4883569269	x926	D
